id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-10T00:00:00.000Z,2017-05-21T06:03:08Z,"2017-04-30T00:45:00.000Z,2017-06-07T09:03:00.000Z",,FALSE,,2,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=169,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=202","i Bought this around black friday for $60 hoping it would be awesome... it failed so hard i tried multiple different micro SD cards none of which were recognized and YES i formated them with every format i could think of ... Fat32, NTFS, Fat, Xfat... i even tried to have the tablet do it... didnt work... to make matters worse half the apps i wanted to use werent in the app store and i came to find out that it isnt linked to the normal google play store this tablet has its own app store which is missing many common apps... the main reason i bought this was to play clash of clans and i cant because it wasnt on the app store... i tried to also use aftermarket play stores to play COC but it didnt work... launched and played 1 time but didnt work or update after that... needless to say i returned it and bought a $250 samsung galaxy tab A 10.1 (2016 version) with S-pen and its WAYYYYY better... bottom line you get what you pay for... also hint the s-pen version has an extra 1 GB of ram over the non pen version... so you should get that if you can afford the extra $50...",TERRIBLE DONT BUY,,,Brandon
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-25T00:00:00.000Z,2017-05-21T06:01:20Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",,FALSE,,2,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=301,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=335",I bought this tablet for my 4 year old daughter. Too many advertisements. I would rather pay more and not have a single ad.,Ended up returning,,,Mijenx
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-30T00:00:00.000Z,2017-05-21T05:56:33Z,"2017-04-30T00:42:00.000Z,2017-04-03T03:02:00.000Z,2017-06-07T09:04:00.000Z",,FALSE,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=101,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=86,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=135",Didn't want to go to the sites amazon wanted me to.,returned item,,,turtle
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-25T00:00:00.000Z,2017-05-21T03:08:58Z,"2017-04-26T10:06:00.000Z,2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,FALSE,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=36","This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it.",Too may preloaded useless apps,,,HDelbrucke
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-02T00:00:00.000Z,2017-04-05T22:21:17Z,"2017-04-04T22:51:00.000Z,2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,FALSE,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=16,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=49",I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.,Broke in 5 mos,,,Jimbo
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-02-23T00:00:00.000Z,2017-04-03T19:50:50Z,"2017-04-03T03:02:00.000Z,2017-04-30T00:42:00.000Z,2017-06-07T09:03:00.000Z",,FALSE,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=48,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=63,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=96","If ads dont bother you, then this may be a decent device. Purchased this for my kid and it was loaded down with so much spam, it kept loading it up making it slow and laggy. Plus the carrasoul loadout makes it hard to navigate for kids, not very kid friendly! Oh you can pay $15 to remove the ads but it wont remove them all. Buy the samsung, better everything!",Ads ads and ads,,,Rach
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-11-19T00:00:00.000Z,2017-05-21T05:51:32Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,FALSE,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=305,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=338","not good, hate it , never buy it again, sucks. done",hate it,,,khob
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-10-20T00:00:00.000Z,2017-05-21T05:51:37Z,"2017-04-30T00:39:00.000Z,2017-06-07T09:00:00.000Z",,FALSE,,4,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=320,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=353",This is not a bad product. Amazon offers greats products but this tablet was missing features even for a basic tablet. The lack of google chrome compatibility made this tablet not right for me.,More ideal for a child or teen.,,,Jerry
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-14T00:00:00.000Z,2017-05-21T05:55:21Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,TRUE,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=9,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=43",We bought this earlier on line from another vendor and it was never delivered. Best Buy was great.,product works real well.,,,jerbear
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-04-07T00:00:00.000Z,2017-05-21T05:55:23Z,"2017-04-30T00:41:00.000Z,2017-06-07T09:03:00.000Z",,FALSE,,0,1,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=12,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=45",Freeze frequently... No way to trouble shoot or repair it...,Very poor.,,,RayAraya
